booking_number,name_x,mapped_name,id,name_y
240400003077,HADDAD APPAREL,Lollytogs LTD DBA LT Apparel Group,f89e1ed9-ae40-449f-8b54-699d753437e4,Lollytogs LTD DBA LT Apparel Group
080400024470,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
149308647921,SHENZHEN YAMAHA MUSIC&ELECTRONICS T,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
130400010169,HADDAD APPAREL GROUP LTD,Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
080300532325,SIAM MUSIC YAMAHA CO. LTD,"ANHUI TECHNOLOGY IMPORT AND EXPORT CO,.LTD.",bc64c1dc-56d1-44e5-a460-2dd47ab7f867,"ANHUI TECHNOLOGY IMPORT AND EXPORT CO,.LTD."
142400603996,YAMAHA MUSIC (ASIA) PRIVATE LIMITED,Ekman Recycling Limited,a7412fc6-5db4-4205-984e-60c20cd7b4ab,Ekman Recycling Limited
236400070795,"HADDAD APPAREL GROUP, LTD",Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
080400072067,YAMAHA MUSIC & ELECTRONICS TAIWAN C,Truper S.A. DE C.V.,cc3071f8-2210-416b-a82f-6322b457d375,Truper S.A. DE C.V.
093300355549,"YAMAHA MUSIC LATIN AMERICA, S.A.",Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
146301018745,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080300587146,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
149401161200,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
240300066069,HADDAD APPAREL,Lollytogs LTD DBA LT Apparel Group,f89e1ed9-ae40-449f-8b54-699d753437e4,Lollytogs LTD DBA LT Apparel Group
235301476019,"HADDAD APPAREL GROUP, LTD",Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
080300552938,YAMAHA DE MEXICO S.A. DE C.V.,Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
080400022922,"YAMAHA MUSIC LATIN AMERICA,S.A.",Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
142400018121,YAMAHA DE MEXICO S.A. DE C.V.,Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
080300597249,XIAOSHAN YAMAHA MUSICAL,UPS,683960fd-8752-4261-9d4f-9bb36e1e5dee,UPS
080400054620,XIAOSHAN YAMAHA MUSICAL,UPS,683960fd-8752-4261-9d4f-9bb36e1e5dee,UPS
240300067545,HADDAD APPAREL,Lollytogs LTD DBA LT Apparel Group,f89e1ed9-ae40-449f-8b54-699d753437e4,Lollytogs LTD DBA LT Apparel Group
080400022982,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
237400093483,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
238300149752,"HADDAD APPAREL GROUP, LTD",Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
082400016741,"HADDAD APPAREL GROUP, LTD",Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
149400933454,PT.YAMAHA ELECTRONICS MANUFACTURING,CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
093400051232,YAMAHA MUSIC GULF FZE,UPS,683960fd-8752-4261-9d4f-9bb36e1e5dee,UPS
080400037474,SIAM MUSIC YAMAHA CO. LTD,"ANHUI TECHNOLOGY IMPORT AND EXPORT CO,.LTD.",bc64c1dc-56d1-44e5-a460-2dd47ab7f867,"ANHUI TECHNOLOGY IMPORT AND EXPORT CO,.LTD."
240300066069,HADDAD APPAREL,Lollytogs LTD DBA LT Apparel Group,f89e1ed9-ae40-449f-8b54-699d753437e4,Lollytogs LTD DBA LT Apparel Group
080400017813,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
091400110339,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
235301562080,"HADDAD APPAREL GROUP, LTD",Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
141400149910,"YAMAHA MUSIC LATIN AMERICA,S.A.",Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
147400070549,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
130400003006,HADDAD APPAREL GROUP LTD,Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
010400150105,YAMAHA ELECTRONICS MANUFACTURING(M),CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
080400022982,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
091400110321,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
142400144444,PT.YAMAHA ELECTRONICS MANUFACTURING,CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
093300355549,"YAMAHA MUSIC LATIN AMERICA, S.A.",Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
081400001885,XIAOSHAN YAMAHA MUSICAL INSTRUMENTC,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
142303200271,YAMAHA MUSIC PHILIPPINES INC.,DSV Air & Sea Inc.,d9ed942f-2b46-4074-9657-511eb7fcae67,DSV Air & Sea Inc.
142453215711,"HADDAD APPAREL GROUP, LTD131 DOCKS",Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
080400024292,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
141400090443,YAMAHA MUSIC VIETNAM COMPANY LIMITE,Genuine Parts Company,ae6fab72-ddb9-42a1-bf8b-982feccc8a0c,Genuine Parts Company
142400612987,PT.YAMAHA ELECTRONICS MANUFACTURING,CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
149400257734,PT.YAMAHA ELECTRONICS MANUFACTURING,CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
149400728389,HOOKER FURNITURE CORPORATION,AISIN CORPORATION,6d375986-0a2e-494f-95fc-111062e45cf4,AISIN CORPORATION
141400090443,YAMAHA MUSIC VIETNAM COMPANY LIMITE,Genuine Parts Company,ae6fab72-ddb9-42a1-bf8b-982feccc8a0c,Genuine Parts Company
093400078156,YAMAHA MUSICAL DO BRASIL LTDA.,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080300587154,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
149401091155,HOOKER FURNITURE CORPORATION,AISIN CORPORATION,6d375986-0a2e-494f-95fc-111062e45cf4,AISIN CORPORATION
146400135090,YAMAHA DE MEXICO S.A. DE C.V.,Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
235301394772,HOOKER FURNITURE,Furniture Values International LLC,66adf0c6-8fff-4236-9c2e-9044d60888f3,Furniture Values International LLC
080300597699,YAMAH,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
142302942818,PT.YAMAHA ELECTRONICS MANUFACTURING,CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
081400031024,YAMAHA CORPORATION JAPAN,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
010400081936,YAMAHA ELECTRONICS MANUFACTURING(M),CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
236300468967,"HADDAD APPAREL GROUP, LTD",Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
080400054930,YAMAHA MUSIC INDIA PRIVATE LIMITED,Hecny Shipping Limited,9527a4a6-4b80-4d02-bdaf-5cf076ce67be,Hecny Shipping Limited
081400056159,YAMAHA DE MEXICO,De Well Container Shipping Corp.,1d256fdb-3767-4a4d-a110-879269fa9323,De Well Container Shipping Corp.
080400024313,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
237300460468,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
145399011622,SUNSET WEST,North West Grains,7f9e315b-0bbf-4e4b-aed2-80c199211d7b,North West Grains
081400025962,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080300587189,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
010301339544,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080400024488,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
010400091443,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
235301429517,HOOKER FURNITURE,Furniture Values International LLC,66adf0c6-8fff-4236-9c2e-9044d60888f3,Furniture Values International LLC
080400065303,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
149307921590,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080400047976,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
010301281309,YAMAHA ELECTRONICS MANUFACTURING(M),CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
130400006412,HADDAD APPAREL GROUP LTD,Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
141300906302,YAMAHA DE MEXICO S.A. DE C.V.,Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
130400010169,HADDAD APPAREL GROUP LTD,Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
145399011479,SUNSET WEST,North West Grains,7f9e315b-0bbf-4e4b-aed2-80c199211d7b,North West Grains
145399012092,SUNSET WEST,North West Grains,7f9e315b-0bbf-4e4b-aed2-80c199211d7b,North West Grains
149308576268,YAMAHA MUSIC (MALAYSIA) SDN. BHD,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
093300383462,YAMAHA MUSIC & ELECTRONICS TAIWAN,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
142453215745,"HADDAD APPAREL GROUP, LTD131 DOCKS",Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
080400091011,XIAOSHAN YAMAHA MUSICAL,UPS,683960fd-8752-4261-9d4f-9bb36e1e5dee,UPS
142303545570,YAMAHA DE MEXICO S.A. DE C.V.,Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
080400004712,YAMAHA MUSIC MANUFACTURING JAPAN CO,Prairie Creek Grain Co.,eb23d0a7-993a-4c94-9d76-5e7f3c68a3b7,Prairie Creek Grain Co.
080300573447,YAMAHA MUSICAL DO BRASIL LTDA.,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080400024283,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
149400247640,SHENZHEN YAMAHA MUSIC&ELECTRONICS T,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
142400304654,"YAMAHA MUSIC LATIN AMERICA,S.A.",Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
080400099836,YAMAHA CORPORATION C/O MOL LOGISTIC,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080400065273,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
093400046017,"YAMAHA MUSIC LATIN AMERICA, S.A.",Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
080300573099,YAMAHA CORPORATION OF AMERICA,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
145399012106,SUNSET WEST,North West Grains,7f9e315b-0bbf-4e4b-aed2-80c199211d7b,North West Grains
141400068812,YAMAHA MUSICAL DO BRASIL LTDA.,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
081400033647,YAMAHA DE MEXICO,De Well Container Shipping Corp.,1d256fdb-3767-4a4d-a110-879269fa9323,De Well Container Shipping Corp.
080300595149,YAMAHA CANADA MUSIC LTD. VANCOUVER,"ACE LOGISTICS CO., LTD.",3802c1e9-d3dd-45fb-8e13-d6a0136d93f3,"ACE LOGISTICS CO., LTD."
080400100273,YAMAHA MUSIC ELECTRONICS TAIWAN,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
130400006439,HADDAD APPAREL GROUP LTD,Dunelm Group,20db8080-f3d8-44e8-a769-bf55b0f49cf5,Dunelm Group
149400257734,PT.YAMAHA ELECTRONICS MANUFACTURING,CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
149307834638,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
149307618846,YAMAHA CORPORATION,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080300489845,YAMAHA MUSIC ELECTRONICS CHINA,Casa China Limited,9b65ee1f-c11e-4f2b-8dcb-2c87036cabe6,Casa China Limited
080300597249,XIAOSHAN YAMAHA MUSICAL,UPS,683960fd-8752-4261-9d4f-9bb36e1e5dee,UPS
081300237895,XIAOSHAN YAMAHA MUSICAL INSTRUMENTC,Yamaha Corporation,7f45a6f7-803d-4f33-801b-62df214165bf,Yamaha Corporation
080400012463,YAMAHA CANADA MUSIC LTD. VANCOUVER,"ACE LOGISTICS CO., LTD.",3802c1e9-d3dd-45fb-8e13-d6a0136d93f3,"ACE LOGISTICS CO., LTD."
235301429517,HOOKER FURNITURE,Furniture Values International LLC,66adf0c6-8fff-4236-9c2e-9044d60888f3,Furniture Values International LLC
093300355557,"YAMAHA MUSIC LATIN AMERICA, S.A.",Sea Cargo s.r.o,3e1c9c3a-e9f6-4a6e-ade1-f0bcf332aa6d,Sea Cargo s.r.o
149308390432,PT.YAMAHA ELECTRONICS MANUFACTURING,CIE Manufacturing,307cc7e2-da74-4a5f-a3c7-c2a0d51b484c,CIE Manufacturing
